Epoch,Lat,Lon,Alt
515,37.32993721955556,-121.88686724140999,0.8263668371364474
516,37.3299461941405,-121.88688677362454,3.8503873078152537
517,37.33004523785556,-121.88687255367735,17.604144914075732
518,37.32998447107918,-121.88696889246657,31.823427411727607
519,37.32994910973694,-121.88703890049749,44.07931840978563
520,37.329949054269555,-121.88707877492024,50.92775384057313
521,37.32995457259023,-121.88716372993996,56.296426156535745
522,37.33011464585018,-121.8872959695999,43.06594925373793
523,37.33015924139923,-121.88741965861055,48.86879134736955
524,37.330207234602085,-121.88759303911112,51.641450432129204
525,37.33023960456431,-121.88775385926577,66.34783949702978
526,37.330291676775886,-121.88790691241131,72.80544883944094
527,37.33038021117451,-121.88803012858618,58.4877730216831
528,37.33044102882993,-121.8881125115289,48.00469864718616
529,37.33049666057897,-121.88820485074739,42.48497130908072
530,37.330561636029415,-121.8882730966645,43.81999762356281
531,37.330643382494564,-121.8882866774002,38.2618245780468
532,37.33074524175743,-121.88831782735528,18.421448825858533
533,37.33085191145125,-121.88833932124834,8.603025697171688
534,37.3309703268592,-121.88837577032903,2.054333059117198
535,37.33106176411733,-121.88840129177925,-0.6685593826696277
536,37.33115758706711,-121.8884461059559,2.068156103603542
537,37.33128583635665,-121.888482701134,12.14709303714335
538,37.33138974602039,-121.88854919439676,11.19725586567074
539,37.33151285932353,-121.88860451619932,16.406869641505182
540,37.33159211018536,-121.88866747527292,25.97628501523286
541,37.331687450747744,-121.88873956181496,40.99142635893077
542,37.331784017244246,-121.88881345405353,45.45757706463337
543,37.33189528557779,-121.88887044480002,46.03334028273821
544,37.33194957473451,-121.8889213945512,49.004967140965164
545,37.33207879174044,-121.88899220283989,57.448722599074244
546,37.33222058826326,-121.88907575062954,56.022563153877854
547,37.3323030538735,-121.88918139062994,42.96938787680119
548,37.33236378310219,-121.88925550819272,32.981900127604604
549,37.3324348703096,-121.88934629889762,26.90093464870006
550,37.33249782017254,-121.88942832888503,33.473504395224154
551,37.33262815621606,-121.88955874994112,29.802768735215068
552,37.332750457438536,-121.88962657478727,23.480059451423585
553,37.332842868291216,-121.88966759588074,18.099395857192576
554,37.332997841804804,-121.88976132577686,21.448472367599607
555,37.333036182533526,-121.88984838361134,38.55071958247572
556,37.33306126494712,-121.88995250435235,48.64048243779689
557,37.333080966797354,-121.89003356104904,52.280790254473686
558,37.3331047947725,-121.89008810005802,50.87906822934747
559,37.33314667193975,-121.89013202400885,46.861816639080644
560,37.333176105840025,-121.89014652184449,42.802401463501155
561,37.33320445613529,-121.89014257985868,38.52225282788277
562,37.33322852105174,-121.89012926570832,41.38983483053744
563,37.33322564434674,-121.89013996311073,40.66110424697399
564,37.33324242806994,-121.89014952410417,43.36594756040722
565,37.333236871044754,-121.89018265010482,49.19057415612042
566,37.33320195912625,-121.89021488764985,48.778703964315355
567,37.33318582045405,-121.89021208244371,45.424010787159204
568,37.33317621049399,-121.89024028783352,49.327238720841706
569,37.33316710807935,-121.89023570928006,49.66906710155308
570,37.333170588193695,-121.89021115609286,40.667186273261905
571,37.33316231464098,-121.89022939523895,45.63950843922794
572,37.33319092349677,-121.89030079088394,62.420541152358055
573,37.3331917037357,-121.89034272959755,75.57151196431369
574,37.33317697301988,-121.8903493682857,68.2032123664394
575,37.33317288833132,-121.89042789269499,93.17146888934076
576,37.33316748975524,-121.89055511839109,122.28900262527168
577,37.33317072764177,-121.89058821107228,126.39525312557817
578,37.33320205575408,-121.89058948700405,119.47705475613475
579,37.33325712270304,-121.89059573575304,102.34200785309076
580,37.33343535315927,-121.8905907284909,101.4799406370148
581,37.333588997237,-121.89055727543528,107.64328499045223
582,37.33361605084573,-121.89059186994699,96.77259328681976
583,37.333673761029274,-121.8906050466692,108.83356871176511
584,37.33373686362931,-121.89058669355278,128.52826675679535
585,37.33381065730729,-121.89054863545618,151.69629079476
586,37.333866243230204,-121.89052608931387,170.18231919035316
587,37.333903483137185,-121.8904983596035,186.44623220618814
588,37.33395060450205,-121.89048354387938,194.65019349381328
589,37.33394771415457,-121.89049257115802,190.89703957457095
590,37.33376720374682,-121.89054551115821,133.63778738398105
591,37.333809663005496,-121.89056625908455,134.35220708325505
592,37.33385617493474,-121.89060179997203,129.3964661983773
593,37.33395003028204,-121.89064033646957,126.55406917259097
594,37.33402226843563,-121.89067626399269,126.35172047559172
595,37.33406948344976,-121.89067727984775,121.78656560834497
596,37.334095607139176,-121.89068095573909,119.0450040511787
597,37.33407050986826,-121.89065605759626,107.49910258315504
598,37.33401360473971,-121.89065532106902,87.7939513772726
599,37.33400227479443,-121.89065107177149,78.24150181375444
600,37.334008313155316,-121.89066184639422,76.71526029799134
601,37.334065922059146,-121.89063683197345,88.39343029353768
602,37.33407316972837,-121.89061400776568,102.82275622710586
603,37.334079719084116,-121.89054162680046,117.42868826724589
604,37.33410953240601,-121.89049495695485,131.7290475796908
605,37.33414545807731,-121.89046840852349,135.28328659478575
606,37.334126072534325,-121.89048955247665,117.80441026296467
607,37.33413798789614,-121.89049917782025,103.6999328173697
608,37.33408376886484,-121.8904632222005,104.79923491552472
609,37.33413536648231,-121.89039258734576,114.7805794114247
610,37.334159870669666,-121.8903876839771,117.38814094942063
611,37.33419560671664,-121.89036078091395,132.62204619683325
612,37.33413669108088,-121.89039845534151,117.89194965269417
613,37.33411966416233,-121.89040151302927,121.54692914057523
614,37.33409448468565,-121.89037276042522,146.32612803112715
615,37.3341265564186,-121.89036350121441,158.3389187110588
616,37.33409565910522,-121.89034916471964,173.0680379755795
617,37.33410341308432,-121.89032326865444,184.71032530721277
618,37.334012350764496,-121.89032171981825,195.11376213096082
619,37.33399594339339,-121.89028348208977,216.52188140153885
620,37.33396351426997,-121.8902978684325,213.395549017936
621,37.3338509082358,-121.89045911963001,145.79905219748616
622,37.33382082877267,-121.8905166520702,121.00441282149404
623,37.33383782617522,-121.89052562487622,116.70057631842792
624,37.333771095816836,-121.89056428792617,76.43169189617038
625,37.333764488326956,-121.89058935130377,64.26721384283155
626,37.333812437922425,-121.89061344705033,71.225127520971
627,37.33389836582719,-121.89066277298822,76.65916980896145
628,37.33395957629004,-121.89068938822342,98.69351771939546
629,37.33403418239497,-121.89076193638131,113.05345370993018
630,37.334091730523475,-121.89080190310602,116.3879503859207
631,37.33416769306029,-121.89087002166418,99.76308008749038
632,37.33420397914054,-121.89098238837576,102.97324166633189
633,37.33419742990019,-121.89109231557285,99.7884526271373
634,37.33423847908336,-121.89119228853008,110.21733631938696
635,37.33457984735008,-121.8912846731989,93.33693885430694
636,37.334800495866965,-121.89146926637233,61.2851187158376
637,37.33493063805136,-121.89148567181331,52.860057359561324
638,37.334985499539265,-121.89149792009064,59.99087279755622
639,37.33491693980565,-121.8915375504829,74.03266367968172
640,37.334981982888365,-121.89169368196555,67.59174232371151
641,37.33503573369212,-121.89181537843838,51.27039592247456
642,37.33507212987098,-121.8919018274167,49.83928646706045
643,37.33511138645586,-121.8919441915187,47.64033595379442
644,37.33521376169193,-121.89194384319795,44.51433294918388
645,37.33527734066746,-121.89195630134033,41.95380467455834
646,37.33528977819226,-121.89197968719623,39.413065747357905
647,37.33531193380253,-121.89202171080014,31.50301424600184
648,37.335318966683545,-121.8920751677003,22.76968131493777
649,37.335388860241046,-121.89203762028467,29.189273959957063
650,37.335444590582135,-121.89201583092846,30.044297667220235
