Epoch,Lat,Lon,Alt
1500,37.3307117684408,-121.88371310385791,-39.256203333847225
1501,37.33080005126177,-121.88377634132827,-36.08926632814109
1502,37.33088926761668,-121.88384030867242,-32.899889981374145
1503,37.33097973176273,-121.88390519342222,-29.609971463680267
1504,37.33107221620604,-121.88397140170899,-26.13069472555071
1505,37.33116715209076,-121.88403921748689,-22.382401469163597
1506,37.331264958226306,-121.88410884556328,-18.28286380227655
1507,37.33136554568797,-121.8841801952334,-13.826640128158033
1508,37.33146839908064,-121.88425275932816,-8.973997694440186
1509,37.331573867930096,-121.88432687146484,-3.8096395591273904
1510,37.331682661011385,-121.884403123268,1.6543155200779438
1511,37.33179504427088,-121.88448183460926,7.381746508181095
1512,37.33191102931763,-121.88456294609327,13.326081783510745
1513,37.332030409388146,-121.88464619193795,19.47479753755033
1514,37.33215295875565,-121.88473130618246,25.787007447332144
1515,37.3322782152219,-121.88481790141783,32.24380724597722
1516,37.33240593275216,-121.88490607190487,38.749505350366235
1517,37.33253576881422,-121.88499572664189,45.231641135178506
1518,37.332667292350614,-121.88508673127818,51.63388263806701
1519,37.332800350152134,-121.88517915686661,57.91906050685793
1520,37.33293368960204,-121.88527239638327,63.98384627047926
1521,37.33306658079111,-121.88536592464006,69.79122283309698
1522,37.333197566385174,-121.88545875054237,75.29234370868653
1523,37.33332566060932,-121.88555029719812,80.48800022434443
1524,37.33345042957154,-121.8856401093969,85.37816535308957
1525,37.33357113521496,-121.88572759843036,89.90642628632486
1526,37.333687425832785,-121.8858124738955,94.0329758990556
1527,37.333799962509815,-121.88589499605749,97.83351827133447
1528,37.33390689183089,-121.88597416573901,101.14139494858682
1529,37.334007071310914,-121.88604932040033,103.83767831046134
1530,37.33410046580132,-121.8861204349217,105.92126048356295
1531,37.33418688653159,-121.88618748440439,107.3475248105824
1532,37.33426648116946,-121.88625056599467,108.1088709551841
1533,37.33433962990224,-121.8863100636289,108.22064957022667
1534,37.334405996610585,-121.8863655934849,107.74960665870458
1535,37.33446516536451,-121.88641646286999,106.74571571685374
1536,37.33451670803307,-121.88646234114579,105.28208519797772
1537,37.334560050149314,-121.88650293808182,103.36699978355318
1538,37.334595152512385,-121.88653824264945,101.02309763431549
1539,37.33462228674137,-121.88656866525669,98.2231260901317
1540,37.33464213462909,-121.8865947169449,95.00816514063627
1541,37.3346552505019,-121.88661646875603,91.190693795681
1542,37.33466267180414,-121.88663419542313,86.92919838428497
1543,37.33466569458578,-121.88664844848137,82.44048350024968
1544,37.334665616874474,-121.88665984393667,77.91840780805796
1545,37.33466352645495,-121.88666903997289,73.53553759027272
1546,37.33466029168543,-121.8866764211083,69.43543817475438
1547,37.334656854901034,-121.88668277463228,65.62967224046588
1548,37.3346538026261,-121.88668846435506,62.121723799966276
1549,37.33465173323534,-121.88669421723723,58.8628631811589
1550,37.33465113592286,-121.88670064374563,55.7906574672088
1551,37.33465249573106,-121.88670850229973,52.827852874062955
1552,37.334656260493695,-121.88671836918668,49.8842184972018
1553,37.33466289755988,-121.88673086442853,46.906186872161925
1554,37.3346731716713,-121.88674643531154,43.831110909581184
1555,37.33468854663725,-121.88676621921877,40.5792171722278
1556,37.334710803310216,-121.88679118380735,37.141208046115935
1557,37.33474094706512,-121.8868218317338,33.52626371290535
1558,37.33477951325032,-121.88685837290866,29.778849254362285
1559,37.334826476775085,-121.88690077450983,25.967392194084823
1560,37.33488142244077,-121.8869489979205,22.167263233102858
1561,37.33494393153483,-121.88700266774988,18.427955772727728
1562,37.33501358583544,-121.88706151718766,14.855082361027598
1563,37.335089587238464,-121.88712498696601,11.530185939744115
1564,37.33517129848597,-121.88719228329225,8.54124479368329
1565,37.33525789765599,-121.88726267496361,5.944773990660906
1566,37.33534872303683,-121.8873352800144,3.8076360104605556
1567,37.335443129160076,-121.8874093260502,2.14268796518445
1568,37.33554050233166,-121.88748372741676,0.948998766951263
1569,37.335640277851226,-121.88755787316713,0.17572893295437098
1570,37.335741841226294,-121.88763091799517,-0.15456812363117933
1571,37.33584465674104,-121.88770240104965,-0.07771095167845488
1572,37.33594816047344,-121.88777200795141,0.36014104820787907
1573,37.33605195967772,-121.88783954973199,1.1145805520936847
1574,37.33615575291814,-121.8879049665165,2.184237432666123
1575,37.33625937245811,-121.8879683243634,3.5548371728509665
1576,37.336362735992466,-121.88802966590184,5.224512438289821
1577,37.33646572579088,-121.88808912328571,7.210425860248506
1578,37.33656840502235,-121.88814670656623,9.553801087662578
1579,37.33667071656065,-121.88820262698025,12.193528571166098
1580,37.33677288978644,-121.88825709104842,15.174075393006206
1581,37.3368750759166,-121.88831045639289,18.479893807321787
1582,37.33697737410392,-121.88836305083953,22.04793807025999
1583,37.33707980308703,-121.88841514313569,25.809474067762494
1584,37.33718229995451,-121.88846691735264,29.668261310085654
1585,37.33728472015091,-121.88851850774796,33.53822335135192
