Epoch,Lat,Lon,Alt
121,37.42468721215006,-122.0911865668083,-26.374982505105436
122,37.4245587225835,-122.09105026735214,-26.846101185306907
123,37.42443435386424,-122.0909214083122,-19.988814402371645
124,37.42443885979779,-122.09075128350905,-27.677786007523537
125,37.42430561822705,-122.09068403043193,-37.049717544578016
126,37.42427955522692,-122.09051258425505,-34.37394251022488
127,37.424108115720244,-122.0904387834895,-34.035837622359395
128,37.423999597055186,-122.09047888312877,-25.984963458031416
129,37.42397586884073,-122.09032997014518,-21.338251379318535
130,37.423894702854284,-122.09031299692049,-18.844959407113492
131,37.42386950962279,-122.09030503564792,-20.511352262459695
132,37.423883426487315,-122.09032271237605,-32.46980415005237
133,37.42384046090355,-122.0902519911928,-25.06819563359022
134,37.42388764252644,-122.09033857258054,-24.748027338646352
135,37.42385723116295,-122.09027910436326,-22.125943969003856
136,37.42386353102483,-122.09029519039794,-24.897678093984723
137,37.423853175118694,-122.09028798733722,-29.42917151749134
138,37.42380330935754,-122.09029057853623,-25.877842720597982
139,37.42381946050382,-122.09032763886495,-24.184091607108712
140,37.42379689540549,-122.09040450323803,-28.63177933357656
141,37.42373688339107,-122.09050809042944,-31.545552440918982
142,37.42373688495754,-122.0905807791477,-35.69946227315813
143,37.42365787883009,-122.09066349282703,-35.85394065640867
144,37.42362742606294,-122.09084820249105,-28.602777500636876
145,37.42353361351821,-122.09090285010946,-32.087427034042776
146,37.423450768580814,-122.09104639737133,-24.047609127126634
147,37.42336658764835,-122.09120534342591,-20.939955609850585
148,37.42325826213099,-122.09117449923244,-23.248582773841918
149,37.42313885196598,-122.09126807459387,-20.688565384596586
150,37.42307904724937,-122.09147362112941,-26.412647157907486
151,37.42293741204384,-122.09145739820329,-33.254586758092046
152,37.42291105395482,-122.09164658428294,-28.381991619244218
153,37.4228623187726,-122.09173560494115,-32.36046853568405
154,37.4227931351704,-122.09188948573438,-39.952727797441185
155,37.42279419622988,-122.09190424932633,-39.744553258642554
156,37.42267453931102,-122.09216175237154,-19.866222305223346
157,37.42269277849349,-122.09227373379798,-49.80708027072251
158,37.42249099507679,-122.09239114893472,-23.72913560643792
159,37.42256454622176,-122.09254657693589,-19.825593177229166
160,37.422552462561235,-122.09263023417023,-36.43882599938661
161,37.422337790785214,-122.09300003223186,-16.5178490485996
162,37.42240474168256,-122.09302178440488,-33.287332580424845
163,37.422294819837134,-122.09317726733794,-24.829102316871285
164,37.42233523146473,-122.09327097575941,-34.85506139136851
165,37.42228211865502,-122.09349077372015,-29.842611333355308
166,37.42229343791015,-122.09360030974422,-32.78016845788807
167,37.422342005533714,-122.09374510853412,-32.04400626849383
168,37.42238433895502,-122.09388515472122,-29.443104225210845
169,37.422477707299244,-122.09401524827277,-36.34073653817177
170,37.422532956622405,-122.09414672871868,-37.74636289291084
171,37.4226737277842,-122.09430032992512,-40.509475914761424
172,37.422713718879805,-122.09447119532963,-37.138209885917604
173,37.4228001797637,-122.09463076231711,-36.46244043018669
174,37.422877223797684,-122.09475666785167,-33.18087784573436
175,37.42303299804431,-122.09491502812253,-29.008831747807562
176,37.42309818181493,-122.09508213937944,-36.41875823121518
177,37.42316128087625,-122.09521466805813,-33.73746231198311
178,37.423305294412444,-122.0953596823315,-34.498965381644666
179,37.42349178384045,-122.0955509754808,-37.825468049384654
180,37.423585560078344,-122.09572824511116,-30.633579929359257
181,37.42373570123823,-122.09592200246699,-36.78022678475827
182,37.42386284590406,-122.09611535452088,-31.70455909706652
183,37.42402209071192,-122.09631193846218,-40.21678055077791
184,37.42416945970061,-122.09651056015021,-30.639180458150804
185,37.42437583607573,-122.09668930343713,-37.435334069654346
186,37.424489518660565,-122.09692754907783,-28.96476669423282
187,37.42460728972061,-122.0971252727584,-33.7408711174503
188,37.42474651015303,-122.09731582176498,-33.14569637272507
189,37.42492134752705,-122.09751938860182,-31.207193199545145
190,37.425069650212286,-122.09768516608273,-29.65182070620358
191,37.42521551845866,-122.09787415004071,-33.15440749004483
192,37.42540228701935,-122.09804422084557,-33.5850395988673
193,37.425545906464684,-122.09823816594505,-33.760651065036654
194,37.425739527066796,-122.09846149735566,-32.871979149989784
195,37.425893342874524,-122.09861923521439,-35.68980619125068
196,37.42605768077809,-122.09881668454408,-34.11648854520172
197,37.42626001205256,-122.09896514199008,-24.88710569124669
198,37.4264398335277,-122.09918732672094,-32.216479474678636
199,37.42658488190029,-122.09936905565007,-34.65337451174855
200,37.426758026055374,-122.09950236518254,-33.18642382044345
201,37.426972834604236,-122.0997142772005,-29.522343075834215
202,37.42709627757314,-122.09992964501978,-34.85635273531079
203,37.42730093411636,-122.10008289620251,-31.462594892829657
204,37.42746984682431,-122.1002832026646,-27.991884283721447
