Epoch,Lat,Lon,Alt
121,37.42468721215006,-122.0911865668083,-26.374982505105436
122,37.42460767830583,-122.09110219864027,-26.666607113555074
123,37.42453508043713,-122.09102647350811,-23.8695902954787
124,37.424501315120324,-122.09092990477373,-25.205961355008185
125,37.424434437372966,-122.09084587909292,-29.25348938535899
126,37.42437436226916,-122.0907166015414,-31.239617847837508
127,37.42428844380221,-122.09062694862885,-32.141991765238345
128,37.424218814314564,-122.09059125579952,-30.657794530503452
129,37.4241525554648,-122.0905199947776,-28.116082961671054
130,37.42406566863437,-122.09044659409138,-25.31444642972201
131,37.423995357976594,-122.09039149949442,-23.77804552577436
132,37.42395767413344,-122.09036441582826,-26.24706969037652
133,37.42391914936131,-122.09032854893586,-25.909097977913916
134,37.423904784273894,-122.09032529958579,-25.430408560670912
135,37.423883841665244,-122.09030905707337,-24.371870541013777
136,37.423873059812735,-122.09030217227051,-24.3360129641369
137,37.423865484704564,-122.0902955104202,-25.780569818802178
138,37.423847353495496,-122.09029363232878,-25.882004966959357
139,37.423839584353324,-122.09030148778099,-25.617074553854764
140,37.423828144051804,-122.09032729789931,-26.495979698374867
141,37.42380237614796,-122.09037610515087,-27.728892971761525
142,37.42378613710178,-122.09042696699181,-29.662132889963686
143,37.423752729814,-122.09048648081847,-31.275210714899004
144,37.423713332626974,-122.09059831005814,-30.664406454190612
145,37.42366441261727,-122.09068247122491,-31.170847068540752
146,37.42360415095754,-122.09078701006142,-29.369566759094596
147,37.42353064074392,-122.0909197669825,-27.000995078124106
148,37.42344626414828,-122.09100506894129,-25.973487361334264
149,37.42336360432632,-122.09108198452265,-24.621904593892395
150,37.42328746749638,-122.09118816095226,-24.88695470523089
151,37.42318138724542,-122.09127471656703,-27.01368046551943
152,37.423084053643954,-122.09140783863788,-27.310654086060822
153,37.423004533274174,-122.09152027442676,-28.834913104772568
154,37.42293289740423,-122.0916403724538,-32.0940243024379
155,37.422890174166525,-122.09171497653998,-34.10046050976962
156,37.422830494233594,-122.09182879011954,-31.080150444060564
157,37.422786478206795,-122.09195532128977,-35.98108225129545
158,37.42270267490668,-122.09208191775299,-33.03987941797823
159,37.42266005429771,-122.0922144155962,-29.667466108687222
160,37.42262722447412,-122.09233496117399,-31.31034471653402
161,37.42253792883324,-122.09254107722138,-27.19389119092375
162,37.42248725106617,-122.09271541306542,-29.042917603626847
163,37.422424346274816,-122.09286852310291,-27.567626202479005
164,37.422391708561335,-122.09300328515732,-29.477491947822273
165,37.422354286899974,-122.09316337255652,-29.734875986352563
166,37.42232546032147,-122.09334978854032,-30.68327519763261
167,37.42232725893604,-122.09346173579961,-31.119912823662162
168,37.42233812886926,-122.09358065738398,-30.86248575989157
169,37.422379871835076,-122.09373077600459,-32.536173198372126
170,37.42242238694095,-122.09385485726399,-34.18578686285764
171,37.422486069658966,-122.09398161653542,-35.79592930525541
172,37.42255150410014,-122.09412851269549,-36.33634102065116
173,37.42262647550529,-122.09428660745517,-36.39615430496633
174,37.4226955334644,-122.09441871511233,-35.70407605264336
