121.0,5.0,-25.442520609377397,-46.207707,-35.156219,-0.16783428293791403
121.0,10.0,-22.221215852422517,28.823236,3.697131,3.053470474016965
121.0,13.0,-26.412391720008507,-53.79745,-53.915414,-1.137705393569025
121.0,15.0,-25.308783508540657,-62.718311,-60.913527,-0.034097182101174184
121.0,18.0,-23.72580339631874,-49.194647,-22.089861,1.5488829301207439
121.0,20.0,-22.596756002389853,-47.683357,-22.273252,2.6779303240496297
121.0,25.0,-22.206553056194593,-1.557109,-26.600651,3.068133270244889
121.0,26.0,-23.75915078072819,42.93501,7.521582,1.5155355457112911
121.0,29.0,-23.822334890620482,-56.032809,-61.674234,1.4523514358190006
122.0,5.0,-35.6565497343225,-3.110565,-30.301235,2.4531088080497625
122.0,10.0,-37.93693951804412,33.408455,-0.709896,0.17271902432814557
122.0,13.0,-38.08110170366963,-4.101767,-46.222536,0.02855683870263448
122.0,15.0,-41.16618302061928,-2.208173,-54.754384,-3.056524478247013
122.0,18.0,-40.072292185329864,-1.106252,-26.682077,-1.9626336429575986
122.0,20.0,-41.44570847101304,3.56452,-26.411485,-3.336049928640776
122.0,26.0,-40.40579465597866,-1.322268,0.250927,-2.2961361136063942
122.0,29.0,-40.54553584188577,-0.432055,-59.455215,-2.435877299513507
123.0,5.0,-30.27606468602165,-4.950305,-26.615045,3.6234918934731226
123.0,10.0,-34.46804769252845,46.245452,-3.647864,-0.56849111303368
123.0,13.0,-31.74492391650029,-0.450417,-39.759699,2.15463266299448
123.0,15.0,-34.59787573224979,0.642906,-49.071546,-0.698319152755019
123.0,18.0,-34.95093930843062,0.877399,-30.216557,-1.0513827289358488
123.0,20.0,-36.97084944437725,-1.325551,-29.029001,-3.07129286488248
123.0,26.0,-35.48808490146333,-4.437893,-5.682918,-1.5885283219685604
123.0,29.0,-33.722787408945614,2.914972,-57.095013,0.1767691705491572
124.0,5.0,-28.420300038052005,-9.796303,-25.171951,3.924106258736515
124.0,10.0,-33.05009247770301,57.192884,-4.262093,-0.7056861809144905
124.0,13.0,-29.335141442053946,2.204363,-36.845378,3.0092648547345746
124.0,15.0,-30.632831986634862,-2.129908,-46.039557,1.711574310153658
124.0,18.0,-31.379412786293578,-8.200271,-31.101633,0.9649935104949421
124.0,20.0,-33.101189131779286,3.175858,-29.211934,-0.7567828349907657
124.0,26.0,-32.995186990073854,-5.002273,-7.840552,-0.6507806932853342
124.0,29.0,-29.64850064626861,-0.786073,-55.296476,2.6959056505199115
125.0,5.0,-6.5540867515664925,-6.619648,-25.082695,2.6393688343508597
125.0,10.0,-5.941972511242055,35.888931,-4.18315,3.2514830746752974
125.0,13.0,1.8121480942651118,-7.246212,-36.669488,11.005603680182464
125.0,15.0,1.9932316892163406,-2.885445,-45.780278,11.186687275133693
125.0,18.0,-13.401080677212777,-8.540671,-30.94031,-4.207625091295425
125.0,20.0,-7.064268972278326,-0.032081,-29.010275,2.1291866136390265
125.0,26.0,-17.217037342520584,3.750914,-7.799731,-8.023581756603232
125.0,29.0,-2.645450326620569,-1.857177,-54.999402,6.548005259296783
126.0,5.0,-15.691235940110756,-10.263746,-25.013384,0.45296424232203414
126.0,10.0,-16.90392649388059,41.656519,-4.109916,-0.7597263114477997
126.0,13.0,-17.96413834020963,-23.889032,-36.54651,-1.8199381577768392
126.0,15.0,-18.41469913324888,0.910994,-45.587193,-2.2704989508160907
126.0,18.0,-16.44001043190824,-16.311938,-30.776967,-0.2958102494754513
126.0,20.0,-15.924146148852754,-4.111308,-28.827568,0.22005403358003583
126.0,26.0,-16.15362561245133,-5.501853,-7.729603,-0.00942543001853835
126.0,29.0,-17.2273643673105,-8.021517,-54.750471,-1.0831641848777096
127.0,5.0,-5.516414202096799,-10.574879,-24.930851,1.9583319730713526
127.0,10.0,-5.442249530414765,34.882964,-4.062616,2.0324966447533868
127.0,13.0,3.3340937070015917,-7.869789,-36.435601,10.808839882169742
127.0,15.0,3.6470684927789194,-4.913953,-45.425681,11.12181466794707
127.0,18.0,-13.138778452874247,-11.205378,-30.609072,-5.664032277706095
127.0,20.0,-6.794493999955039,1.408002,-28.669835,0.6802521752131128
127.0,26.0,-16.950401954567937,1.093224,-7.645835,-9.475655779399785
127.0,29.0,-2.411353311886698,-5.499843,-54.518832,5.063392863281454
128.0,5.0,-54.17359621784605,-8.137417,-24.85801,0.09601842240862624
128.0,10.0,-51.65051216116105,25.177371,-4.023034,2.6191024790936197
128.0,13.0,-53.58711631743502,-37.13066,-36.345723,0.6824983228196544
128.0,15.0,-57.08025093803163,-9.213054,-45.294013,-2.8106362977769592
128.0,18.0,-55.24717229868988,-17.124906,-30.45556,-0.9775576584352095
128.0,20.0,-53.87076953977327,2.758852,-28.532009,0.3988451004814024
128.0,26.0,-53.72681757494258,-10.631644,-7.562872,0.5427970653120937
128.0,29.0,-55.1723464805362,-11.373539,-54.318476,-0.9027318402815254
129.0,5.0,-39.25310707604197,-6.459366,-24.829048,1.9028400555811729
129.0,10.0,-39.19421149021374,19.834673,-3.967378,1.9617356414094047
129.0,13.0,-39.17740880953338,-32.429795,-36.298027,1.9785383220897614
129.0,15.0,-39.66957082349085,-2.638759,-45.201058,1.486376308132293
129.0,18.0,-40.065589097903825,-10.92555,-30.340905,1.090358033719319
129.0,20.0,-39.10170598024754,3.00326,-28.409963,2.0542411513756065
129.0,26.0,-41.64213025114278,-7.319215,-7.494562,-0.48618311951963733
129.0,29.0,-38.34020723704605,-6.057828,-54.175921,2.815739894577092
130.0,5.0,-15.381646365487631,-8.053243,-24.833427,-2.8612380317060424
130.0,10.0,-12.62314274390909,29.517374,-3.865361,-0.10273441012750162
130.0,13.0,-20.22599434919838,-17.866371,-36.21126,-7.705586015416792
