Epoch,Lat,Lon,Alt
121,37.394109524640044,-122.09861465668135,-11.507946766912937
122,37.39419902833186,-122.09862138644607,-15.786912296898663
123,37.39419531366215,-122.09860921863373,-6.830784766934812
124,37.39414996581655,-122.09861421426636,-6.218541678972542
125,37.3941475288319,-122.09863092893404,-2.6918943468481302
126,37.394158555985534,-122.09864517270934,-4.714219571091235
127,37.39413517501064,-122.09864180695917,-5.732960351742804
128,37.39412983194556,-122.09863783000813,-4.951695176772773
129,37.39413678573908,-122.09861237475617,-4.841185970231891
130,37.39415571285216,-122.09860658279817,-7.07801800314337
131,37.394169329760615,-122.09860938728846,-10.403305510990322
132,37.39416135998649,-122.09861610841901,-13.60093358810991
133,37.394133656479184,-122.09864717607167,-9.627518265508115
134,37.39412348844849,-122.09861387853833,-7.7363029746338725
135,37.394112974434464,-122.0985623016658,-4.1773859187960625
136,37.39410456734532,-122.09850777121807,-8.116630874574184
137,37.39408890692268,-122.09844116814827,-9.894809554331005
138,37.39406834552847,-122.0983576767824,-10.708926278166473
139,37.39405540189207,-122.09830210761686,-10.38858789484948
140,37.39401622633178,-122.09824313553955,-10.072712172754109
141,37.39399123013481,-122.09816038444872,-14.69855594355613
142,37.39393449553459,-122.09803036964801,-11.303028279915452
143,37.393884094708824,-122.09792135459593,-11.913430359214544
144,37.3938252627185,-122.09781493678905,-16.57989484164864
145,37.39376225903285,-122.0976831325648,-12.396329295821488
146,37.39370868032127,-122.09756078892116,-12.105107865296304
147,37.39360781976144,-122.0974118248035,-7.194581963121891
148,37.393551612323165,-122.09727625710528,-8.850900962017477
149,37.39348260653381,-122.09711945816424,-8.426791560836136
150,37.3934030557985,-122.09701004073509,-7.176537896506488
151,37.39334416587635,-122.09692114373166,-10.251791626214981
152,37.39325504594907,-122.09682455073782,-13.621623645536602
153,37.393180974430585,-122.096732714893,-13.545405899174511
154,37.3930993238797,-122.0966664177663,-13.472230684943497
155,37.393020632639654,-122.09658378415399,-14.61214772425592
156,37.39294137550594,-122.09648891505248,-15.48894838616252
157,37.39287307625914,-122.09638660568274,-12.559615870006382
158,37.39280235445887,-122.09631324011654,-7.800975228659809
159,37.39273559151443,-122.09621794776753,-7.1639978950843215
160,37.39265592320887,-122.09616247305729,-4.6967468447983265
161,37.392595228058916,-122.0960975616269,-4.873086760751903
162,37.392550715230556,-122.09604647999942,-3.9931614007800817
163,37.3925067772325,-122.09602167600349,-6.216250244528055
164,37.39246611752761,-122.09597997134301,-4.980951071716845
165,37.39242484481275,-122.0959217873115,-8.348233955912292
166,37.39237710774958,-122.09588511826873,-9.257475854828954
167,37.39234756764572,-122.09583497915753,-12.558227499946952
168,37.39230120807608,-122.09579041429646,-12.462032670155168
169,37.392246345544315,-122.09575089806967,-11.053289061412215
170,37.392188474867446,-122.09570025792729,-9.310522477142513
171,37.39212097381035,-122.09565220798984,-8.995985658839345
172,37.39206370666075,-122.09558830013617,-12.114799303933978
173,37.391980770201755,-122.09551157194593,-13.189089439809322
174,37.39189078891529,-122.09541937501072,-13.165887681767344
175,37.391825490213925,-122.09536710050756,-10.11515333596617
176,37.39174366538877,-122.0953205064581,-12.121908344328403
177,37.39167083276099,-122.09524118402669,-11.01802260056138
